DenunciaID;Fecha_Creacion;Comuna;Motivo_Denuncia;Rubro
23888;2020-07-03 17:42:19;3;Demora en la entrega del bien;INFORMATICA
23889;2020-07-03 17:43:11;3;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23890;2020-07-03 17:43:15;9;Rechazo de la devolucion del bien;TELEFONIA Y REDES
23891;2020-07-03 17:43:16;13;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23891;2020-07-03 17:43:16;13;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23892;2020-07-03 17:43:18;6;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;BAZAR Y DECORACION
23892;2020-07-03 17:43:18;6;Cobro de gastos de entrega no informados o convenidos;BAZAR Y DECORACION
23892;2020-07-03 17:43:18;6;Falta de Informacion;BAZAR Y DECORACION
23892;2020-07-03 17:43:18;6;Clausulas abusivas o no convenidas;BAZAR Y DECORACION
23893;2020-07-03 17:43:20;13;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23893;2020-07-03 17:43:20;13;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23894;2020-07-03 17:43:21;1;Falta de Entrega del bien;MASCOTAS Y ACCESORIOS
23895;2020-07-03 17:43:31;3;Rechazo de la devolucion del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23895;2020-07-03 17:43:31;3;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23895;2020-07-03 17:43:31;3;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23895;2020-07-03 17:43:31;3;Falta de Informacion;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23895;2020-07-03 17:43:31;3;Clausulas abusivas o no convenidas;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23896;2020-07-03 17:44:07;6;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23897;2020-07-03 17:44:12;9;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23898;2020-07-03 17:44:17;12;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23899;2020-07-03 17:44:22;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
23900;2020-07-03 17:44:40;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23901;2020-07-03 17:44:42;7;Falta o retencion de Producto Faltante generalizado;ALIMENTOS Y BEBIDAS
23901;2020-07-03 17:44:42;7;Falta de Entrega del bien;ALIMENTOS Y BEBIDAS
23902;2020-07-03 17:44:50;4;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23903;2020-07-03 17:44:52;14;Debitos y/o cobros indebidos;ALQUILER DE VEHICULOS Y SERVICIO DE REMOLQUE
23903;2020-07-03 17:44:52;14;Incumplimiento total de la prestacion del servicio  contratado;ALQUILER DE VEHICULOS Y SERVICIO DE REMOLQUE
23904;2020-07-03 17:44:59;11;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23904;2020-07-03 17:44:59;11;Falta de Informacion;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23905;2020-07-03 17:45:10;7;Falta de Entrega del bien;ALIMENTOS Y BEBIDAS
23905;2020-07-03 17:45:10;7;Falta o retencion de Producto Faltante generalizado;ALIMENTOS Y BEBIDAS
23906;2020-07-03 17:45:11;14;Falta de Entrega del bien;TEXTIL, CALZADO Y MARROQUINERIA
23907;2020-07-03 17:45:18;6;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23908;2020-07-03 17:45:23;12;Falta de Informacion;Servicios turisticos hoteles, hosterias, albergues, etc.
23908;2020-07-03 17:45:23;12;Deficiente calidad en la prestacion del servicio;Servicios turisticos hoteles, hosterias, albergues, etc.
23908;2020-07-03 17:45:23;12;Debitos y/o cobros indebidos;Servicios turisticos hoteles, hosterias, albergues, etc.
23908;2020-07-03 17:45:23;12;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23909;2020-07-03 17:45:36;14;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23910;2020-07-03 17:45:49;4;Falta de Entrega del bien;TEXTIL, CALZADO Y MARROQUINERIA
23910;2020-07-03 17:45:49;4;Demora en la entrega del bien;TEXTIL, CALZADO Y MARROQUINERIA
23910;2020-07-03 17:45:49;4;Clausulas abusivas o no convenidas;TEXTIL, CALZADO Y MARROQUINERIA
23911;2020-07-03 17:45:52;11;Falta de cumplimento garantia posventa;TEXTIL, CALZADO Y MARROQUINERIA
23912;2020-07-03 17:45:53;11;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23914;2020-07-03 17:45:57;14;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23915;2020-07-03 17:47:08;12;Falta de Entrega del bien;ARTICULOS DE LECTURA Y AUDIOVISUALES
23916;2020-07-03 17:47:10;2;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23916;2020-07-03 17:47:10;2;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23916;2020-07-03 17:47:10;2;Demora en la entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23916;2020-07-03 17:47:10;2;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23917;2020-07-03 17:47:11;2;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23918;2020-07-03 17:47:16;2;Falta de Entrega del bien;INFORMATICA
23919;2020-07-03 17:47:20;13;Producto no funciona;INFORMATICA
23920;2020-07-03 17:47:21;13;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23920;2020-07-03 17:47:21;13;Deficiente calidad en la prestacion del servicio;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23921;2020-07-03 17:47:25;3;Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Publicidad  Enganosa;ALIMENTOS Y BEBIDAS
23921;2020-07-03 17:47:25;3;Falta de Informacion;ALIMENTOS Y BEBIDAS
23922;2020-07-03 17:47:27;7;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;DEPORTES Y RECREACION
23922;2020-07-03 17:47:27;7;Falta de cumplimento garantia posventa;DEPORTES Y RECREACION
23922;2020-07-03 17:47:27;7;Rechazo de la devolucion del bien;DEPORTES Y RECREACION
23923;2020-07-03 17:47:32;2;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23924;2020-07-03 17:47:33;12;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23924;2020-07-03 17:47:33;12;Deficiente calidad en la prestacion del servicio;Servicios turisticos hoteles, hosterias, albergues, etc.
23924;2020-07-03 17:47:33;12;Falta de Informacion;Servicios turisticos hoteles, hosterias, albergues, etc.
23925;2020-07-03 17:47:35;14;Debito de servicios no solicitados;SALUD
23926;2020-07-03 17:47:36;12;Falta de Informacion;Servicios turisticos hoteles, hosterias, albergues, etc.
23926;2020-07-03 17:47:36;12;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23927;2020-07-03 17:47:42;14;Demora en la entrega del bien;INFORMATICA
23927;2020-07-03 17:47:42;14;Falta de Entrega del bien;INFORMATICA
23927;2020-07-03 17:47:42;14;Falta de Informacion;INFORMATICA
23927;2020-07-03 17:47:42;14;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;INFORMATICA
23929;2020-07-03 17:47:44;2;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23930;2020-07-03 17:47:46;14;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23930;2020-07-03 17:47:46;14;Falta de Informacion;Servicios turisticos hoteles, hosterias, albergues, etc.
23931;2020-07-03 17:47:49;12;Rechazo de la devolucion del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23932;2020-07-03 17:47:50;9;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
23932;2020-07-03 17:47:50;9;Falta de Informacion;SERVICIOS DE COMUNICACIONES
23933;2020-07-03 17:49:48;15;Clausulas abusivas o no convenidas;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23934;2020-07-03 17:49:51;12;Rechazo de la devolucion del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23935;2020-07-03 17:49:53;1;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23936;2020-07-03 17:49:54;6;Demora en la entrega del bien;TEXTIL, CALZADO Y MARROQUINERIA
23936;2020-07-03 17:49:54;6;Falta de Entrega del bien;TEXTIL, CALZADO Y MARROQUINERIA
23936;2020-07-03 17:49:54;6;Falta de Informacion;TEXTIL, CALZADO Y MARROQUINERIA
23937;2020-07-03 17:49:55;1;Falta de Entrega del bien;ALIMENTOS Y BEBIDAS
23937;2020-07-03 17:49:55;1;Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Publicidad  Enganosa;ALIMENTOS Y BEBIDAS
23939;2020-07-03 17:50:08;4;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS DE COMUNICACIONES
23939;2020-07-03 17:50:08;4;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
23940;2020-07-03 17:50:11;7;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
23941;2020-07-03 17:50:12;1;Bloqueo de la tarjeta;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23941;2020-07-03 17:50:12;1;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23942;2020-07-03 17:50:15;14;Debito de servicios no solicitados;SALUD
23943;2020-07-03 17:50:16;2;Clausulas abusivas o no convenidas;TELEFONIA Y REDES
23943;2020-07-03 17:50:16;2;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;TELEFONIA Y REDES
23943;2020-07-03 17:50:16;2;Falta de Entrega del bien;TELEFONIA Y REDES
23944;2020-07-03 17:50:19;2;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23944;2020-07-03 17:50:19;2;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23945;2020-07-03 17:50:20;1;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23946;2020-07-03 17:50:22;7;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
23947;2020-07-03 17:50:23;11;Falta de Entrega del bien;ALIMENTOS Y BEBIDAS
23947;2020-07-03 17:50:23;11;Falta de Informacion;ALIMENTOS Y BEBIDAS
23948;2020-07-03 17:50:24;11;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
23948;2020-07-03 17:50:24;11;Falta de Informacion;SERVICIOS DE COMUNICACIONES
23949;2020-07-03 17:50:30;13;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23950;2020-07-03 17:50:31;13;Falta de Informacion;BAZAR Y DECORACION
23950;2020-07-03 17:50:31;13;Falta de Entrega del bien;BAZAR Y DECORACION
23951;2020-07-03 17:50:35;6;Demora en la entrega del bien;TEXTIL, CALZADO Y MARROQUINERIA
23952;2020-07-03 17:50:37;11;Falta de Informacion;ALIMENTOS Y BEBIDAS
23952;2020-07-03 17:50:37;11;Falta de Entrega del bien;ALIMENTOS Y BEBIDAS
23953;2020-07-03 17:50:38;11;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23954;2020-07-03 17:50:43;11;Demora en la entrega del bien;DEPORTES Y RECREACION
23954;2020-07-03 17:50:43;11;Producto no funciona;DEPORTES Y RECREACION
23954;2020-07-03 17:50:43;11;Rechazo de la devolucion del bien;DEPORTES Y RECREACION
23954;2020-07-03 17:50:43;11;Falta de cumplimento garantia posventa;DEPORTES Y RECREACION
23954;2020-07-03 17:50:43;11;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;DEPORTES Y RECREACION
23954;2020-07-03 17:50:43;11;Falta de Informacion;DEPORTES Y RECREACION
23955;2020-07-03 17:50:59;2;Rechazo de la devolucion del bien;JUEGOS Y JUGUETES
23956;2020-07-03 17:51:30;1;Falta de cumplimento garantia posventa;FARMACIA Y PRODUCTOS PARA LA SALUD
23956;2020-07-03 17:51:30;1;Falta de Informacion;FARMACIA Y PRODUCTOS PARA LA SALUD
23956;2020-07-03 17:51:30;1;Falta de Entrega del bien;FARMACIA Y PRODUCTOS PARA LA SALUD
23956;2020-07-03 17:51:30;1;Clausulas abusivas o no convenidas;FARMACIA Y PRODUCTOS PARA LA SALUD
23957;2020-07-03 17:51:39;9;Demora en la entrega del bien;MUEBLES
23957;2020-07-03 17:51:39;9;Falta de Informacion;MUEBLES
23957;2020-07-03 17:51:39;9;Falta de Entrega del bien;MUEBLES
23958;2020-07-03 17:51:49;3;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23958;2020-07-03 17:51:49;3;Falta de Informacion;Servicios turisticos hoteles, hosterias, albergues, etc.
23958;2020-07-03 17:51:49;3;Deficiente calidad en la prestacion del servicio;Servicios turisticos hoteles, hosterias, albergues, etc.
23958;2020-07-03 17:51:49;3;Debitos y/o cobros indebidos;Servicios turisticos hoteles, hosterias, albergues, etc.
23959;2020-07-03 17:51:50;6;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23960;2020-07-03 17:51:54;6;Deficiente calidad en la prestacion del servicio;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23961;2020-07-03 17:51:58;6;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23962;2020-07-03 17:52:06;15;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23963;2020-07-03 17:52:29;4;Demora en la entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23964;2020-07-03 17:52:31;12;Demora en la entrega del bien;INFORMATICA
23965;2020-07-03 17:52:45;9;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
23966;2020-07-03 17:52:46;4;Demora en la entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23967;2020-07-03 17:52:54;12;Falta de Informacion;SERVICIOS DE COMUNICACIONES
23967;2020-07-03 17:52:54;12;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
23968;2020-07-03 17:52:57;6;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23969;2020-07-03 17:53:25;9;Falta de Informacion;ELECTRONICA
23969;2020-07-03 17:53:25;9;Falta de Entrega del bien;ELECTRONICA
23969;2020-07-03 17:53:25;9;Demora en la entrega del bien;ELECTRONICA
23970;2020-07-03 17:53:30;1;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;CONSTRUCCION Y EQUIPAMIENTO DEL HOGAR
23970;2020-07-03 17:53:30;1;Falta de Entrega del bien;CONSTRUCCION Y EQUIPAMIENTO DEL HOGAR
23971;2020-07-03 17:53:31;11;Falta de Informacion;TEXTIL, CALZADO Y MARROQUINERIA
23971;2020-07-03 17:53:31;11;Falta de Entrega del bien;TEXTIL, CALZADO Y MARROQUINERIA
23972;2020-07-03 17:53:33;12;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
23973;2020-07-03 17:53:36;11;Falta de Informacion;MUEBLES
23973;2020-07-03 17:53:36;11;Demora en la entrega del bien;MUEBLES
23974;2020-07-03 17:53:40;3;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23975;2020-07-03 17:53:41;1;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23976;2020-07-03 17:54:08;11;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23976;2020-07-03 17:54:08;11;Falta de Informacion;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23977;2020-07-03 17:54:09;11;Falta de Entrega del bien;FARMACIA Y PRODUCTOS PARA LA SALUD
23978;2020-07-03 17:54:14;3;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23979;2020-07-03 17:54:31;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
23979;2020-07-03 17:54:31;14;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
23980;2020-07-03 17:54:56;6;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23980;2020-07-03 17:54:56;6;Falta de Informacion;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23981;2020-07-03 17:54:58;12;Falta de Informacion;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23981;2020-07-03 17:54:58;12;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23982;2020-07-03 17:55:17;4;Falta de Entrega del bien;TELEFONIA Y REDES
23983;2020-07-03 17:55:25;9;Falta de cumplimento garantia posventa;TELEFONIA Y REDES
23984;2020-07-03 17:55:35;13;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
23985;2020-07-03 17:55:36;11;Falta de Entrega del bien;INFORMATICA
23986;2020-07-03 17:55:49;12;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23987;2020-07-03 17:55:54;6;Falta de Informacion;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23987;2020-07-03 17:55:54;6;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23988;2020-07-03 17:56:08;7;Demora en la entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23988;2020-07-03 17:56:08;7;Falta de Informacion;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23988;2020-07-03 17:56:08;7;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23988;2020-07-03 17:56:08;7;Rechazo de la devolucion del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23989;2020-07-03 17:56:15;6;Falta de Entrega del bien;CONSTRUCCION Y EQUIPAMIENTO DEL HOGAR
23990;2020-07-03 17:56:19;6;Falta de Entrega del bien;INFORMATICA
23990;2020-07-03 17:56:19;6;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;INFORMATICA
23991;2020-07-03 17:56:25;4;Falta de Entrega del bien;TELEFONIA Y REDES
23992;2020-07-03 17:56:27;12;Falta de Entrega del bien;FARMACIA Y PRODUCTOS PARA LA SALUD
23992;2020-07-03 17:56:27;12;Falta de Informacion;FARMACIA Y PRODUCTOS PARA LA SALUD
23992;2020-07-03 17:56:27;12;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;FARMACIA Y PRODUCTOS PARA LA SALUD
23993;2020-07-03 17:56:31;3;Rechazo de la devolucion del bien;INFORMATICA
23994;2020-07-03 17:56:32;13;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23995;2020-07-03 17:56:34;11;Demora en la entrega del bien;TELEFONIA Y REDES
23996;2020-07-03 17:56:41;4;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23996;2020-07-03 17:56:41;4;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23997;2020-07-03 17:56:52;9;Rechazo de la devolucion del bien;TELEFONIA Y REDES
23998;2020-07-03 17:56:53;6;Debitos y/o cobros indebidos;SERVICIOS PUBLICOS DOMICILIARIOS
23998;2020-07-03 17:56:53;6;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS PUBLICOS DOMICILIARIOS
23998;2020-07-03 17:56:53;6;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS PUBLICOS DOMICILIARIOS
23999;2020-07-03 17:56:54;12;Falta de Entrega del bien;BAZAR Y DECORACION
23999;2020-07-03 17:56:54;12;Falta de Informacion;BAZAR Y DECORACION
